N,P,K,pH,Organic_Carbon,Temperature,Humidity,Rainfall,Crop,Soil_Type,Fertilizer
38.8,17.8,41.8,7.0,1.9,19.5,64.6,1054.0,Sorghum,Loamy,Organic Compost
27.3,12.1,29.9,6.52,2.07,27.5,67.5,1392.0,Maize,Sandy,DAP
34.7,37.9,43.7,4.77,1.53,27.6,90.7,1190.0,Beans,Loamy,NPK 15-15-15
31.4,19.8,21.3,4.85,0.4,26.6,82.3,1574.0,Beans,Loamy,Organic Compost
9.6,33.2,10.0,6.82,1.12,30.8,62.7,1615.0,Sorghum,Sandy,NPK 20-10-10
20.0,27.7,30.5,8.2,0.89,23.7,53.8,821.0,Beans,Sandy,NPK 15-15-15
49.6,30.1,34.8,7.68,2.45,22.1,69.1,1733.0,Beans,Silt,Potash
49.4,49.4,46.1,7.45,0.99,24.4,70.1,1297.0,Cassava,Silt,Organic Compost
37.1,51.5,34.0,5.72,0.68,21.8,86.8,1114.0,Tomato,Clay,Organic Compost
21.6,5.6,14.5,5.15,1.84,23.5,43.6,488.0,Millet,Sandy,Superphosphate
43.6,14.5,33.5,6.15,1.37,19.4,84.2,1829.0,Wheat,Silt,DAP
21.5,9.5,11.1,6.94,1.99,30.0,92.4,1191.0,Sorghum,Sandy,Superphosphate
23.1,17.4,9.9,5.8,1.97,18.4,64.2,1430.0,Beans,Silt,Superphosphate
46.9,42.6,16.4,6.26,1.73,22.9,42.3,758.0,Tomato,Loamy,Potash
15.4,42.6,46.9,5.24,2.45,18.4,90.9,1923.0,Rice,Silt,Urea
48.7,46.0,48.8,6.54,0.57,35.0,73.8,1384.0,Millet,Silt,Organic Compost
26.5,51.1,23.2,7.2,2.27,27.4,68.0,900.0,Sorghum,Clay,Organic Compost
16.1,10.2,11.6,6.22,2.47,32.7,51.8,1775.0,Tomato,Sandy,NPK 15-15-15
12.3,23.6,32.8,5.45,1.92,37.7,48.3,541.0,Millet,Sandy,NPK 20-10-10
11.0,28.0,39.7,5.55,1.14,34.9,68.6,1748.0,Maize,Silt,Urea
35.3,12.9,45.2,6.31,0.71,21.1,77.8,476.0,Beans,Silt,DAP
31.0,29.8,34.4,5.53,0.47,30.3,60.6,1442.0,Rice,Loamy,NPK 15-15-15
22.7,31.6,28.9,7.5,1.23,28.6,72.6,435.0,Wheat,Loamy,NPK 15-15-15
25.7,12.2,40.9,7.99,0.45,30.0,82.0,856.0,Maize,Silt,DAP
59.0,61.2,21.8,6.15,1.6,20.9,58.5,1980.0,Tomato,Clay,NPK 15-15-15
25.9,32.6,54.1,6.26,0.69,19.0,92.0,825.0,Wheat,Loamy,NPK 15-15-15
25.8,47.1,29.1,8.09,0.97,28.1,87.3,1117.0,Wheat,Silt,NPK 20-10-10
16.7,20.9,34.3,5.19,1.06,18.6,61.6,720.0,Cassava,Sandy,NPK 20-10-10
36.3,19.1,22.9,5.79,1.98,27.3,59.9,1764.0,Cassava,Silt,DAP
32.0,15.3,6.2,6.33,0.67,22.8,81.1,609.0,Maize,Sandy,Superphosphate
23.2,26.3,26.4,8.17,1.15,21.3,68.6,1253.0,Beans,Sandy,NPK 15-15-15
8.6,47.0,19.1,4.65,0.64,22.8,55.1,452.0,Cassava,Silt,NPK 20-10-10
35.9,36.2,34.2,5.71,0.6,18.5,51.1,1611.0,Maize,Clay,Organic Compost
20.1,21.0,14.4,7.36,2.08,34.9,89.3,1095.0,Maize,Sandy,Potash
21.0,47.0,12.0,8.18,2.09,19.9,76.1,455.0,Tomato,Silt,Potash
33.3,44.0,12.1,5.52,1.31,18.8,64.7,824.0,Tomato,Silt,Potash
44.9,19.4,45.5,6.08,1.12,28.1,63.0,812.0,Millet,Silt,DAP
27.1,36.3,29.8,7.55,0.96,37.4,83.2,1948.0,Wheat,Loamy,NPK 15-15-15
20.8,10.1,29.5,6.66,0.98,36.6,46.3,1302.0,Rice,Sandy,DAP
22.9,29.5,7.0,6.4,0.97,31.3,46.5,1899.0,Maize,Sandy,Potash
14.7,22.6,26.5,6.14,0.74,20.1,95.0,1129.0,Maize,Sandy,NPK 20-10-10
32.7,7.6,8.4,7.94,2.48,24.3,59.5,1124.0,Maize,Sandy,Superphosphate
50.6,22.9,42.3,4.75,0.49,31.1,58.6,1449.0,Maize,Loamy,NPK 20-10-10
39.4,44.8,13.7,5.68,1.21,28.7,56.3,497.0,Beans,Silt,Potash
36.2,28.3,31.0,6.82,1.25,24.9,69.4,1635.0,Maize,Clay,Organic Compost
53.5,34.4,51.1,7.44,0.53,26.6,78.4,1979.0,Sorghum,Loamy,NPK 20-10-10
21.9,8.8,27.5,6.38,1.99,35.4,74.6,1380.0,Wheat,Sandy,DAP
56.5,21.5,43.4,5.3,2.29,31.0,63.1,701.0,Millet,Clay,Organic Compost
28.6,23.9,57.3,7.33,0.84,23.8,93.5,1533.0,Tomato,Clay,Organic Compost
14.0,6.2,26.9,4.66,0.41,32.6,92.2,1610.0,Maize,Sandy,NPK 20-10-10
18.1,14.7,20.7,6.1,1.72,36.0,94.7,526.0,Cassava,Sandy,NPK 20-10-10
15.6,13.6,10.2,7.33,1.49,36.4,41.8,507.0,Rice,Sandy,NPK 15-15-15
31.0,61.4,28.8,5.23,1.66,28.0,71.9,1003.0,Wheat,Clay,Organic Compost
30.4,41.7,49.3,5.87,1.65,19.4,49.4,511.0,Rice,Loamy,NPK 20-10-10
38.4,10.8,44.2,7.59,0.6,18.5,43.1,1766.0,Maize,Silt,DAP
30.3,46.2,33.0,6.35,2.58,21.0,85.7,483.0,Sorghum,Loamy,NPK 20-10-10
25.0,25.6,12.9,6.05,1.21,28.4,65.4,923.0,Beans,Sandy,Potash
23.3,14.3,44.6,6.73,0.69,31.9,86.6,780.0,Maize,Silt,DAP
22.0,52.0,61.5,4.67,2.05,19.4,72.6,1610.0,Wheat,Clay,Organic Compost
45.0,61.6,30.8,5.2,0.67,29.1,72.8,1668.0,Wheat,Clay,Organic Compost
46.6,22.6,35.9,5.6,1.13,36.6,77.5,1959.0,Beans,Loamy,Potash
19.6,8.2,12.1,6.45,0.55,36.6,46.8,717.0,Sorghum,Sandy,NPK 15-15-15
45.8,38.5,10.9,7.06,1.79,33.1,85.6,1549.0,Wheat,Silt,Potash
42.0,53.1,37.3,6.96,1.36,33.1,94.9,657.0,Maize,Loamy,Potash
40.2,44.0,22.1,6.0,1.68,29.7,76.2,1552.0,Sorghum,Clay,Organic Compost
38.9,35.1,38.1,4.87,1.0,28.5,88.0,1486.0,Millet,Loamy,Urea
50.8,54.8,44.9,6.69,1.14,26.9,87.5,1557.0,Rice,Clay,Organic Compost
6.5,9.3,10.8,5.88,2.48,28.1,52.9,569.0,Maize,Sandy,NPK 15-15-15
28.5,45.2,46.5,4.91,1.74,37.2,62.1,482.0,Wheat,Loamy,NPK 20-10-10
29.9,31.2,16.9,7.53,1.5,18.7,77.6,1921.0,Beans,Silt,Potash
10.2,47.5,47.4,6.47,1.81,27.3,63.1,591.0,Tomato,Silt,NPK 20-10-10
55.1,26.1,29.5,6.53,0.87,21.3,71.0,989.0,Rice,Clay,Organic Compost
18.5,51.3,50.8,7.57,1.79,30.4,75.2,1505.0,Beans,Loamy,NPK 15-15-15
40.8,23.8,8.5,6.39,1.52,26.7,58.7,800.0,Beans,Silt,Potash
60.7,27.3,33.4,5.59,1.6,28.0,75.4,1920.0,Beans,Clay,Organic Compost
13.1,23.3,31.9,4.61,1.76,31.6,81.1,1227.0,Sorghum,Loamy,Urea
21.7,24.2,47.5,8.18,0.43,29.2,81.3,1723.0,Maize,Clay,Organic Compost
42.0,48.9,17.3,7.93,0.46,34.7,44.2,711.0,Rice,Loamy,Potash
34.0,27.0,38.9,5.99,2.09,35.9,75.9,599.0,Cassava,Clay,Organic Compost
23.7,37.1,59.6,8.02,1.3,31.3,65.1,1606.0,Beans,Clay,NPK 15-15-15
12.0,25.0,15.5,7.78,2.2,27.9,82.5,834.0,Cassava,Sandy,NPK 20-10-10
56.2,54.6,57.9,7.75,2.51,22.6,91.3,1314.0,Maize,Clay,Organic Compost
15.3,13.7,12.2,4.8,1.49,35.8,74.7,1234.0,Tomato,Sandy,NPK 15-15-15
28.8,54.6,28.3,7.15,2.07,29.5,87.5,866.0,Rice,Clay,Organic Compost
46.3,40.6,48.4,8.17,1.32,34.3,81.0,1125.0,Maize,Loamy,Organic Compost
43.7,24.4,29.5,7.61,1.27,25.9,53.5,1187.0,Rice,Clay,Organic Compost
15.0,36.7,32.1,6.77,1.38,26.0,66.0,1331.0,Cassava,Loamy,Urea
42.3,39.3,22.3,7.46,2.28,21.1,72.0,856.0,Wheat,Silt,Potash
40.9,23.0,34.0,8.01,1.24,35.5,94.3,1800.0,Maize,Loamy,Potash
6.0,16.8,31.1,7.05,1.57,25.8,84.7,1535.0,Millet,Sandy,NPK 20-10-10
17.7,15.2,35.0,8.1,0.94,23.0,47.7,1777.0,Sorghum,Silt,NPK 20-10-10
49.6,8.5,31.4,6.4,2.18,25.1,62.6,669.0,Maize,Silt,DAP
25.7,36.5,57.5,4.51,1.06,29.1,58.4,835.0,Millet,Clay,Organic Compost
30.2,37.7,32.2,4.84,2.26,21.5,82.1,977.0,Millet,Silt,NPK 15-15-15
10.6,19.9,6.0,5.33,1.99,34.7,44.4,1811.0,Rice,Sandy,NPK 15-15-15
26.0,25.2,20.8,6.92,2.42,20.0,57.4,516.0,Beans,Sandy,NPK 15-15-15
36.4,43.3,49.6,5.1,2.16,35.7,42.7,1607.0,Sorghum,Silt,NPK 20-10-10
34.1,23.2,17.8,4.93,0.63,30.8,59.3,747.0,Tomato,Loamy,Potash
42.6,59.3,36.2,7.59,0.57,32.8,94.4,1755.0,Rice,Clay,Organic Compost
34.8,48.5,52.4,8.19,1.48,19.2,72.8,590.0,Sorghum,Clay,Organic Compost
50.7,27.7,27.0,4.67,2.32,31.9,42.2,445.0,Tomato,Clay,Organic Compost
37.7,30.7,51.7,5.56,1.89,19.1,92.6,1969.0,Sorghum,Loamy,NPK 15-15-15
21.5,46.9,43.7,5.32,1.39,27.3,85.5,1494.0,Wheat,Loamy,NPK 20-10-10
23.6,28.0,14.0,7.41,1.35,26.8,53.5,735.0,Beans,Loamy,Potash
22.7,52.2,35.8,5.91,1.35,34.3,57.6,1613.0,Beans,Clay,Organic Compost
18.0,27.4,18.7,6.03,1.56,24.4,45.7,1064.0,Cassava,Sandy,NPK 20-10-10
43.4,59.1,21.5,6.8,1.41,18.4,53.7,590.0,Millet,Clay,Organic Compost
29.3,34.7,12.0,5.1,0.61,29.0,58.1,1277.0,Wheat,Loamy,Potash
52.5,16.7,17.5,5.04,2.56,30.4,73.6,1979.0,Cassava,Loamy,NPK 15-15-15
20.8,38.8,30.1,5.92,2.45,21.0,94.8,1007.0,Beans,Loamy,NPK 15-15-15
14.5,51.7,36.4,7.11,0.73,28.7,77.0,1130.0,Beans,Loamy,Urea
43.9,9.4,37.8,8.2,0.42,21.2,77.1,496.0,Rice,Silt,DAP
37.3,27.7,42.0,6.7,0.86,29.3,88.5,1467.0,Tomato,Loamy,NPK 15-15-15
23.6,30.3,20.5,8.15,0.89,34.3,49.3,854.0,Maize,Clay,Organic Compost
29.0,33.7,31.3,5.07,2.11,21.0,90.2,1229.0,Maize,Sandy,NPK 15-15-15
20.5,30.4,58.4,7.45,2.53,20.0,72.6,811.0,Rice,Clay,Organic Compost
24.2,36.7,19.9,6.24,1.83,20.6,91.2,1209.0,Maize,Loamy,Potash
26.3,26.5,31.3,6.77,1.01,20.0,73.3,506.0,Tomato,Sandy,NPK 15-15-15
35.6,18.9,38.2,7.43,2.21,24.2,70.2,1301.0,Wheat,Loamy,DAP
16.8,49.1,12.1,7.57,1.71,22.9,81.0,535.0,Tomato,Silt,NPK 20-10-10
24.7,23.3,51.5,5.58,2.36,33.2,78.4,846.0,Sorghum,Clay,Organic Compost
11.8,21.7,17.9,5.96,2.03,27.5,71.4,903.0,Beans,Silt,NPK 20-10-10
49.0,37.9,28.3,7.42,0.54,23.1,52.7,1977.0,Maize,Loamy,Potash
20.2,27.7,46.7,5.9,2.43,33.3,64.6,1599.0,Sorghum,Clay,Organic Compost
24.3,32.6,12.5,7.78,0.61,31.0,83.1,1383.0,Cassava,Sandy,Potash
18.5,21.3,23.6,6.71,1.37,22.9,88.6,998.0,Sorghum,Loamy,Urea
15.6,38.7,26.8,4.56,2.52,34.3,79.8,1791.0,Cassava,Silt,Urea
45.7,45.6,31.2,5.32,0.65,31.2,83.0,1618.0,Maize,Clay,Organic Compost
27.1,31.0,46.6,7.74,2.42,35.0,93.1,1145.0,Rice,Silt,NPK 20-10-10
12.7,10.1,33.6,5.22,2.51,33.2,75.3,1482.0,Maize,Sandy,NPK 20-10-10
20.0,52.3,25.0,5.44,1.96,31.1,64.8,1412.0,Tomato,Loamy,NPK 20-10-10
31.4,31.5,26.8,5.73,1.13,27.1,50.5,709.0,Millet,Clay,Organic Compost
48.9,59.6,37.9,7.83,0.62,18.9,79.7,1618.0,Maize,Clay,Organic Compost
28.3,16.3,14.1,5.14,2.59,19.3,85.5,1423.0,Sorghum,Sandy,Superphosphate
30.8,10.5,5.0,6.71,1.18,20.5,50.2,931.0,Wheat,Sandy,Potash
46.5,21.1,49.3,8.07,0.71,32.3,73.0,1505.0,Wheat,Silt,NPK 15-15-15
23.1,34.6,25.2,7.13,2.57,31.6,42.2,1787.0,Sorghum,Sandy,NPK 15-15-15
20.2,33.1,12.7,6.32,0.78,19.2,44.4,1563.0,Tomato,Sandy,Potash
13.6,10.9,5.8,6.55,1.94,31.0,61.3,1288.0,Rice,Sandy,NPK 20-10-10
59.1,52.0,58.8,7.89,1.83,36.6,62.9,406.0,Rice,Clay,NPK 20-10-10
15.6,26.0,28.7,6.68,0.72,33.0,59.5,421.0,Beans,Sandy,NPK 20-10-10
13.2,29.4,27.8,7.07,0.71,34.2,77.2,712.0,Wheat,Sandy,NPK 20-10-10
30.9,16.8,34.3,4.87,0.76,20.7,92.5,856.0,Maize,Loamy,DAP
50.6,36.2,51.5,5.61,0.65,29.1,59.0,1683.0,Tomato,Loamy,NPK 20-10-10
53.8,35.8,23.6,6.31,0.48,34.1,45.6,894.0,Maize,Loamy,Potash
15.4,41.9,15.1,6.27,1.15,22.6,50.4,1621.0,Rice,Loamy,NPK 20-10-10
33.8,22.8,24.2,7.13,1.95,34.4,66.6,1253.0,Maize,Sandy,NPK 15-15-15
24.9,6.0,13.3,4.85,0.82,30.8,74.6,1074.0,Beans,Sandy,NPK 15-15-15
15.6,26.6,22.4,6.32,1.47,37.3,81.6,1195.0,Cassava,Sandy,NPK 20-10-10
33.3,14.6,12.7,8.2,1.98,18.9,43.4,441.0,Wheat,Sandy,Superphosphate
52.1,52.3,35.5,6.78,1.04,19.3,80.6,563.0,Wheat,Loamy,Superphosphate
30.7,42.4,46.5,6.74,2.26,26.1,86.7,1210.0,Maize,Loamy,NPK 20-10-10
13.2,5.8,12.3,5.86,1.17,28.5,88.6,868.0,Wheat,Sandy,NPK 15-15-15
42.5,14.6,12.3,6.36,1.88,33.9,72.4,1638.0,Rice,Silt,Superphosphate
17.0,13.7,26.1,6.33,1.18,29.2,66.4,1485.0,Beans,Loamy,NPK 20-10-10
15.4,22.6,22.9,5.66,1.13,31.9,75.6,616.0,Millet,Sandy,NPK 20-10-10
13.6,48.8,19.0,6.38,1.33,18.2,90.3,1128.0,Wheat,Loamy,NPK 20-10-10
44.4,46.7,31.4,5.25,1.91,29.0,91.9,1103.0,Wheat,Silt,Potash
42.0,53.9,13.2,7.24,2.44,19.5,46.1,1507.0,Beans,Loamy,Potash
30.0,20.7,32.2,7.75,2.19,28.3,53.8,1210.0,Millet,Sandy,NPK 15-15-15
9.0,20.3,6.6,5.61,0.91,30.4,83.3,492.0,Millet,Sandy,NPK 20-10-10
34.4,47.7,36.9,5.07,1.56,19.7,88.3,1879.0,Maize,Clay,Organic Compost
31.4,49.4,18.4,4.78,1.64,24.6,57.7,411.0,Tomato,Silt,Potash
27.9,21.7,35.3,7.75,1.14,31.6,81.6,925.0,Maize,Clay,Organic Compost
36.0,12.0,13.5,8.17,2.12,36.8,89.6,433.0,Wheat,Loamy,Superphosphate
53.2,20.3,32.1,7.28,2.14,30.4,56.6,897.0,Maize,Clay,Organic Compost
31.2,35.8,29.6,6.54,1.35,34.5,90.0,1891.0,Millet,Loamy,NPK 15-15-15
42.3,48.0,36.2,7.09,2.05,31.5,81.0,734.0,Maize,Loamy,Potash
12.1,48.8,38.2,4.98,2.2,32.3,81.7,1027.0,Maize,Loamy,Urea
44.0,20.0,47.1,7.16,1.65,27.9,84.5,1490.0,Beans,Clay,Organic Compost
42.4,54.5,53.8,7.9,2.06,30.2,49.5,1269.0,Sorghum,Loamy,Organic Compost
44.5,12.6,24.0,6.37,1.35,20.2,48.4,1740.0,Sorghum,Silt,DAP
20.7,39.9,26.9,7.11,2.15,22.6,72.6,647.0,Cassava,Clay,Organic Compost
21.3,31.6,11.8,5.72,1.44,27.6,94.9,583.0,Maize,Sandy,Potash
31.2,22.4,29.8,5.58,2.16,28.0,90.9,1396.0,Cassava,Silt,NPK 15-15-15
29.2,46.0,15.7,8.1,2.19,35.2,66.6,1740.0,Sorghum,Silt,Potash
25.9,32.9,38.7,5.69,1.25,34.4,54.1,1592.0,Rice,Clay,Superphosphate
28.8,17.1,26.7,7.89,2.16,25.8,66.6,1647.0,Millet,Sandy,DAP
26.1,46.7,15.7,4.66,2.59,35.4,88.6,1922.0,Millet,Loamy,Potash
25.5,41.1,29.2,7.96,0.41,20.9,53.6,718.0,Maize,Clay,Organic Compost
26.1,38.4,50.3,6.73,1.93,25.3,48.8,913.0,Tomato,Loamy,NPK 15-15-15
31.7,38.9,55.1,6.97,1.63,35.7,77.0,1428.0,Sorghum,Clay,Organic Compost
34.0,23.0,17.5,6.68,0.54,34.4,51.9,1687.0,Wheat,Sandy,Potash
21.3,54.3,27.4,4.69,2.06,25.0,61.4,795.0,Maize,Clay,Organic Compost
16.8,21.0,16.5,5.68,0.58,21.2,62.9,1807.0,Maize,Silt,NPK 20-10-10
31.7,25.4,12.2,6.05,0.86,20.6,60.9,1321.0,Beans,Sandy,Potash
20.4,22.5,41.2,7.75,1.11,29.4,55.3,485.0,Millet,Silt,NPK 15-15-15
37.9,40.5,27.7,4.85,1.17,37.0,73.8,1010.0,Wheat,Clay,NPK 20-10-10
7.8,21.3,27.6,6.07,1.06,18.9,41.4,1088.0,Sorghum,Sandy,NPK 20-10-10
22.2,25.5,6.8,5.07,1.13,31.4,64.1,1575.0,Rice,Sandy,Potash
34.8,27.6,30.6,7.58,2.01,34.0,91.4,1160.0,Millet,Sandy,NPK 15-15-15
55.7,38.1,54.4,7.46,2.52,23.0,79.0,1611.0,Sorghum,Clay,Organic Compost
22.2,22.4,10.0,8.11,0.96,32.5,83.8,1106.0,Beans,Sandy,Potash
48.8,34.0,15.9,7.15,0.95,35.5,57.0,720.0,Rice,Loamy,Superphosphate
51.6,39.5,34.4,5.47,1.01,36.6,49.1,1981.0,Millet,Clay,Organic Compost
22.7,14.5,46.0,6.4,1.14,31.2,74.7,1904.0,Cassava,Loamy,DAP
29.5,28.8,19.7,7.11,0.57,33.2,92.9,536.0,Cassava,Sandy,Potash
29.5,42.0,59.0,8.05,0.68,25.0,78.4,754.0,Maize,Clay,Organic Compost
14.4,31.6,35.4,6.9,2.11,26.3,55.0,425.0,Wheat,Silt,Urea
10.3,5.6,9.7,6.96,1.79,36.7,83.9,1308.0,Wheat,Sandy,NPK 15-15-15
14.6,30.5,28.8,6.08,1.02,31.7,86.3,1630.0,Beans,Loamy,Urea
21.3,50.4,42.9,5.5,1.12,36.7,74.3,1161.0,Wheat,Clay,Organic Compost
39.7,32.2,38.5,7.04,0.49,33.9,55.6,1492.0,Millet,Clay,Organic Compost
38.1,53.2,33.9,7.21,1.95,22.7,55.6,1078.0,Sorghum,Loamy,NPK 20-10-10
36.4,45.4,29.2,7.48,1.36,32.1,44.5,1152.0,Beans,Clay,Urea
22.4,47.9,21.6,6.59,0.97,30.4,65.7,993.0,Tomato,Silt,NPK 20-10-10
8.6,35.0,17.4,4.51,2.5,18.4,63.0,1548.0,Wheat,Sandy,NPK 20-10-10
31.9,53.9,13.7,8.15,2.27,36.6,54.0,628.0,Tomato,Loamy,Potash
34.5,51.8,38.7,5.65,1.28,20.7,50.6,629.0,Sorghum,Loamy,NPK 20-10-10
30.3,23.7,36.1,7.51,2.34,28.9,85.1,1218.0,Tomato,Silt,NPK 15-15-15
24.2,24.6,20.8,6.42,1.6,31.2,63.7,749.0,Millet,Silt,NPK 15-15-15
32.7,11.2,21.8,6.49,2.22,20.8,90.0,1250.0,Maize,Sandy,DAP
6.1,19.9,12.9,5.77,1.83,28.0,45.1,517.0,Sorghum,Sandy,NPK 15-15-15
33.5,15.5,45.0,5.28,0.6,35.5,56.2,1081.0,Rice,Silt,DAP
50.0,22.9,44.9,8.16,2.48,20.1,61.8,905.0,Beans,Clay,Organic Compost
13.2,15.3,7.7,6.34,0.75,26.6,47.9,1926.0,Tomato,Sandy,NPK 15-15-15
16.3,11.2,16.5,4.7,0.71,27.9,75.8,540.0,Sorghum,Silt,NPK 15-15-15
12.0,16.2,7.2,5.31,1.43,37.8,94.8,1967.0,Sorghum,Sandy,NPK 15-15-15
33.6,30.0,20.6,4.85,1.4,24.8,49.9,1546.0,Wheat,Clay,Organic Compost
18.1,30.6,15.7,6.33,0.74,21.2,73.7,822.0,Millet,Silt,NPK 20-10-10
6.3,22.0,21.4,5.43,1.4,19.8,79.7,755.0,Beans,Sandy,NPK 20-10-10
50.8,46.2,52.7,6.91,1.86,27.6,89.8,1217.0,Maize,Loamy,Organic Compost
30.9,13.2,24.5,5.66,2.26,25.6,85.2,1108.0,Tomato,Silt,DAP
58.8,40.2,30.9,5.39,0.98,25.3,79.5,1919.0,Rice,Clay,Organic Compost
18.5,29.8,30.5,5.58,2.5,25.9,84.0,1947.0,Sorghum,Sandy,NPK 20-10-10
32.6,13.0,41.1,5.54,1.93,36.2,50.0,1029.0,Rice,Silt,DAP
27.3,21.2,37.1,6.9,1.66,21.1,64.8,991.0,Cassava,Clay,Organic Compost
25.3,35.2,51.7,6.5,1.76,19.5,49.8,562.0,Tomato,Loamy,NPK 15-15-15
27.8,29.2,33.6,6.69,1.77,31.7,89.8,872.0,Millet,Clay,Organic Compost
25.2,51.0,16.1,7.13,2.0,36.3,68.5,915.0,Sorghum,Loamy,Potash
29.0,40.3,19.3,6.68,2.3,24.4,66.6,1922.0,Millet,Silt,Potash
36.2,61.9,26.4,6.42,1.45,34.0,90.0,1570.0,Beans,Clay,Organic Compost
20.3,20.3,5.6,6.36,2.28,32.2,83.8,1025.0,Cassava,Sandy,Potash
24.1,27.9,18.7,4.62,1.92,26.7,62.9,800.0,Wheat,Silt,Potash
32.4,37.0,12.3,7.86,0.56,27.0,51.4,1238.0,Cassava,Loamy,Potash
36.6,46.8,30.5,4.57,1.29,28.7,65.3,1939.0,Millet,Clay,Organic Compost
24.7,45.9,35.9,6.76,2.57,31.1,89.4,1561.0,Beans,Loamy,NPK 20-10-10
28.3,46.6,41.9,4.89,0.69,19.4,67.1,529.0,Tomato,Silt,NPK 20-10-10
43.1,19.8,29.8,4.93,2.35,21.5,45.6,728.0,Sorghum,Silt,DAP
33.8,39.3,39.5,5.2,0.54,27.0,51.1,1519.0,Wheat,Silt,NPK 15-15-15
8.4,22.0,10.6,7.01,0.56,37.5,77.6,691.0,Cassava,Sandy,Superphosphate
21.4,49.5,37.9,5.15,1.62,23.1,93.7,452.0,Cassava,Loamy,NPK 20-10-10
7.0,10.2,16.5,7.71,1.58,31.1,83.1,1725.0,Cassava,Sandy,NPK 15-15-15
38.2,19.1,43.9,4.58,0.83,34.0,58.7,640.0,Cassava,Silt,DAP
55.5,23.0,21.3,6.22,2.5,23.6,92.8,1820.0,Cassava,Clay,Organic Compost
48.8,41.5,37.8,7.52,2.14,33.1,94.9,1166.0,Sorghum,Clay,Organic Compost
16.9,9.8,25.0,7.67,1.04,32.0,40.4,969.0,Tomato,Silt,NPK 20-10-10
45.7,14.6,46.2,5.3,2.59,30.1,44.6,504.0,Millet,Silt,NPK 15-15-15
42.0,24.9,26.7,6.68,1.57,31.8,65.9,1542.0,Sorghum,Silt,Potash
12.5,17.4,35.8,5.77,2.47,30.5,68.6,1677.0,Maize,Loamy,NPK 20-10-10
8.1,34.0,47.3,7.42,2.28,25.9,85.3,1281.0,Millet,Silt,Urea
28.5,43.1,22.5,7.24,2.25,36.4,45.6,1904.0,Wheat,Clay,Organic Compost
15.0,12.8,13.1,6.39,2.19,20.5,46.9,1310.0,Wheat,Loamy,NPK 15-15-15
47.9,40.2,44.8,6.42,2.23,21.7,43.8,1450.0,Sorghum,Silt,Superphosphate
41.7,52.9,25.5,6.3,2.03,22.9,69.8,1455.0,Beans,Loamy,Potash
13.0,28.0,32.7,5.04,1.35,23.7,46.5,1219.0,Tomato,Silt,Urea
15.1,38.4,16.2,7.82,0.46,28.4,57.6,760.0,Sorghum,Silt,NPK 20-10-10
32.5,14.1,9.6,7.16,1.68,22.0,81.8,1230.0,Millet,Sandy,Superphosphate
18.2,10.4,27.7,5.08,2.11,34.0,81.1,431.0,Maize,Sandy,NPK 20-10-10
33.0,46.6,23.8,7.74,0.76,25.4,42.9,1588.0,Cassava,Silt,NPK 20-10-10
52.6,42.5,20.6,4.51,1.52,24.1,49.9,1382.0,Maize,Clay,Organic Compost
28.3,20.0,17.9,5.38,0.47,24.2,89.6,1730.0,Sorghum,Loamy,Potash
43.8,54.8,29.9,5.6,1.06,18.8,57.3,1805.0,Sorghum,Clay,Organic Compost
39.2,36.0,40.6,6.55,0.44,34.8,93.6,1445.0,Wheat,Clay,Organic Compost
26.4,18.4,37.1,4.67,2.21,26.4,62.8,923.0,Sorghum,Loamy,DAP
26.4,27.0,47.7,8.17,0.92,36.1,55.3,1437.0,Rice,Clay,Organic Compost
35.1,22.2,47.6,8.09,1.41,30.7,83.5,786.0,Wheat,Loamy,NPK 15-15-15
52.6,24.7,32.1,6.47,1.55,35.0,94.8,572.0,Sorghum,Clay,Organic Compost
32.6,33.2,48.8,7.35,0.44,27.1,74.0,1137.0,Wheat,Loamy,NPK 15-15-15
29.7,20.1,44.5,5.69,1.7,28.3,88.3,595.0,Cassava,Loamy,NPK 15-15-15
30.5,24.8,44.8,5.41,0.59,26.3,82.5,1761.0,Rice,Loamy,NPK 15-15-15
43.1,41.3,22.1,6.54,2.1,24.3,76.0,1170.0,Wheat,Loamy,Potash
48.0,56.4,25.9,5.85,0.51,18.6,94.4,1190.0,Wheat,Clay,Organic Compost
34.4,12.6,26.8,5.55,0.56,31.7,40.1,1481.0,Sorghum,Sandy,DAP
45.1,43.1,13.1,7.1,2.58,22.9,55.1,1702.0,Rice,Loamy,Potash
51.7,21.6,43.3,6.63,1.07,35.5,49.0,983.0,Sorghum,Clay,Organic Compost
54.5,23.3,40.5,4.78,1.89,33.8,86.7,1970.0,Millet,Clay,Organic Compost
20.2,32.4,24.3,7.77,0.92,27.9,80.1,724.0,Sorghum,Sandy,NPK 15-15-15
26.3,15.6,21.9,5.97,1.77,36.5,94.3,1443.0,Rice,Silt,DAP
44.0,17.1,12.5,8.1,2.3,24.1,77.1,1147.0,Tomato,Silt,Superphosphate
17.8,35.6,31.2,6.4,0.87,36.8,75.1,1839.0,Sorghum,Loamy,Urea
48.5,26.2,20.4,5.48,1.0,26.9,57.9,834.0,Tomato,Loamy,Potash
34.3,49.0,27.4,5.32,0.84,18.0,66.1,462.0,Beans,Clay,Organic Compost
32.6,11.5,14.3,6.22,2.26,34.1,46.9,599.0,Sorghum,Sandy,Superphosphate
